 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA
12677513;25º aniversario de la revista La Fragua;;1;1;L,M,X,J,V,S,D;;2025-02-24 00:00:00.0;2025-03-02 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ea220bed10d4910VgnVCM2000001f4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);1,6;CALLE;SAN JUSTO;5;CENTRO;PALACIO;28005;439775;4473962;4.041.410.290.844.660;-37.098.591.212.735.800;/contenido/actividades/Exposiciones;
12651622;3CLONWS;;0;1;V,S;;2025-03-21 00:00:00.0;2025-03-22 23:59:00.0;19:00;Un espectáculo que comienza con cajas improvisadas, un círculo trazado en el suelo y, en el centro, una mesa rodeada por tres actores. Los espectadores van entrando. ¿La función ha empezado ya? Los actores se transforman en payasos: Monsieur Lô, el payaso blanco, acompañado por los augustos Marcel y Airbus, que reinventan clásicos en un homenaje a los payasos de siempre. Pelucas, enormes zapatos, cáscaras de plátano, pasteles de crema, dátiles trucados, doma, fanfarrias, peleas a gritos, malabares, travesuras, destellos, piruetas, melancolía, oportunismo, glotonería, poder, descaro y una pizca de arrogancia? ¡todo con una vuelta de tuerca más!.  Más información;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc8d040e7c784910VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=432257258ae5d010VgnVCM1000000b205a0aRCRD;Teatro Circo Price;1;RONDA;ATOCHA;35;ARGANZUELA;PALOS DE LA FRONTERA;28012;440722;4473051;4.040.596.936.645.750;-3.698.589.986.849.810;/contenido/actividades/ProgramacionDestacadaAgendaCultura;
12693864;60 Premio Reina Sofía de Pintura y Escultura;;1;1;L,M,X,J,V,S,D;;2025-02-27 00:00:00.0;2025-03-23 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=34c5130393e15910VgnVCM2000001f4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Casa de Vacas (Retiro);1;PASEO;COLOMBIA;1;RETIRO;LOS JERONIMOS;28009;441967;4474495;4.041.906.571.939.960;-3.684.053.112.760.810;/contenido/actividades/Exposiciones;
12691220;7 pares de pies;;1;0;;;2025-03-23 00:00:00.0;2025-03-23 23:59:00.0;12:00;Artista Y.    Recomendada para todos los públicos.   Una niña está en el centro de una plaza. Se manifiesta por los derechos de todos los niños. Está sola, pero eso no empequeñece su convicción. Un adulto devorado por la prisa, indiferente a los derechos de cualquiera, quiere cruzar la plaza precisamente por el centro. Niña y adulto se encuentran. ¿Sabrán ponerse el uno en los zapatos del otro? ¿Sabrán reconocerse, aprender juntos y colaborar? La obra invita a las personas de todas las edades a descubrir los derechos de niños, y a ejercerlos.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d8ec08889415910VgnVCM2000001f4a900aRCRD;Actividades en el Centro Cultural Antonio Machado;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74f47a01d8641910VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cce43d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Antonio Machado (San Blas - Canillejas);1;CALLE;SAN ROMAN DEL VALLE;8;SAN BLAS-CANILLEJAS;ARCOS;28037;447255;4474591;40.420.280.457.570.300;-3.621.730.741.880.210;/contenido/actividades/TeatroPerformance;/usuario/Familias
12518159;A la fresca;21 euros;0;1;M,X,J,V,S,D;;2025-02-06 00:00:00.0;2025-02-23 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd729f45bf9e1910VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=835295423e700910VgnVCM2000001f4a900aRCRD;Nave 10 Matadero. Creación Dramática Contemporánea;1,6;PASEO;CHOPERA;14;ARGANZUELA;CHOPERA;28045;440828;4471551;4.039.245.798.191.530;-36.972.067.902.718.800;/contenido/actividades/ProgramacionDestacadaAgendaCultura;
12667341;A Magic Treasure;;1;0;;;2025-02-21 00:00:00.0;2025-02-21 23:59:00.0;18:00;Teatro en Inglés: 'A Magic Treasure'. A cargo de la cía Zumo Animaciones. Great Captain ha encomendado una gran misión a nuestra capitana: formar una gran tripulación de grumetes intrépidos y divertidos para ir en busca del tesoro mágico más sorprendente de los siete mares. Con ayuda de los niños tendrá que superar un montón de aventuras y aprender por el camino para llegar hasta la isla del Pulpo. La capitana tendrá que contar todos los pájaros que sobrevuelan el mar, encontrar peces de muchos colores diferentes, resistir frente a una gran tormenta y remar hasta los mares jamás conocidos. Al final de su aventura? descubrirá que el mayor tesoro es el que ha llevado consigo desde el inicio de la misión: la amistad y compañía de todos sus nuevos grumetes. Duración: 50 minutos. Edad recomendada: de 3 a 8 años.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f40a53706894910VgnVCM1000001d4a900aRCRD;Actividades Centro Sociocultural Tetuán;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac84dff0d2c6e710VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ecb1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Tetuán;1;CALLE;BRAVO MURILLO;251;TETUAN;BERRUGUETE;28020;440628;4478947;4.045.907.909.580.620;-37.002.532.146.213.000;;/usuario/Niños
12534372;A toda vela;8 euros por alumno (Grupos mínimo 20 alumnos). El pago se realizará por transferencia por el total.  Más información y reserva de tu visita para el curso 2024-25 en el correo info@casalector.es .;0;1;L,M,X,J,V;;2024-10-01 00:00:00.0;2025-06-01 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59d5e7da8b822910VgnVCM1000001d4a900aRCRD;A toda vela;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1e5e7da8b822910VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD;Matadero Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;4.039.130.985.242.180;-36.958.028.442.054.000;;
12661880;A verso y voz;;1;1;V;;2025-02-07 00:00:00.0;2025-02-21 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a547f84b5394910VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Cultural el Torito (Moratalaz);1;AVENIDA;MORATALAZ;130;MORATALAZ;VINATEROS;28030;445141;4473033;4.040.610.655.994.400;-3.646.521.482.592.740;/contenido/actividades/ActividadesCalleArteUrbano;
12638429;Academia de hadas y duendes;;0;0;;;2025-03-16 00:00:00.0;2025-03-16 23:59:00.0;11:30;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eca61387ac444910VgnVCM2000001f4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD;Matadero Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;4.039.130.985.242.180;-36.958.028.442.054.000;/contenido/actividades/RecitalesPresentacionesActosLiterarios;/usuario/Familias
12638428;Academia de hadas y duendes;;0;0;;;2025-02-23 00:00:00.0;2025-02-23 23:59:00.0;11:30;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a961387ac444910VgnVCM2000001f4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD;Matadero Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;4.039.130.985.242.180;-36.958.028.442.054.000;/contenido/actividades/RecitalesPresentacionesActosLiterarios;/usuario/Familias
12536930;Acompañamiento digital a personas mayores;;1;1;L,M,X,J,V,S,D;;2024-10-14 00:00:00.0;2025-06-30 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b58d89ad2232910VgnVCM2000001f4a900aRCRD;Acompañamiento digital a personas mayores;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3578a37147a02910VgnVCM2000001f4a900aRCRD;;;;;;;;;;;;;;;
12622331;Acompañar en la pérdida;;0;1;M;4/2/2025,18/2/2025,25/2/2025,4/3/2025,18/3/2025,25/3/2025,/4/2025,1/4/2025,8/4/2025,15/4/2025,29/4/2025,6/5/2025,20/5/2025,27/5/2025,3/6/2025,10/6/2025,24/6/2025,;2025-01-14 00:00:00.0;2025-06-17 23:59:00.0;17:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=197023e4c84d3910VgnVCM2000001f4a900aRCRD;Acompañar en la pérdida;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=455023e4c84d3910VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo);1,6;AVENIDA;MONFORTE DE LEMOS;38;FUENCARRAL-EL PARDO;EL PILAR;28029;439867;4481122;4.047.860.087.334.550;-37.094.408.342.979.900;/contenido/actividades/CursosTalleres;
12688957;Actividades del Centro Cultural Casa del Reloj;;1;1;L,M,X,J,V,S;;2025-02-19 00:00:00.0;2025-03-13 23:59:00.0;;EXPOSICIÓN FOTOGRÁFICA . COMPAÑÍA DE TEATRO LA TRAMOYA.     Horario: de lunes a sábado de 9 a 21 horas. Festivos cerrado.   El fotógrafo Egoitz Encinas Gonzalez ha realizado con su proyecto Revelar que nace de la casualidad, un encuentro fortuito con una compañía de teatro extraordinaria, formada por personas con discapacidad intelectual.  A través de la fotografía se ha capturado este trabajo de esfuerzo y pasión de los miembros de la compañía, tratando de desmontar las barreras que 'existen' entre el arte y la discapacidad, mostrando la belleza de la expresión humana en su forma más pura.  La Tramoya es una compañía que, desde su fundación, ha buscado dar VOZ y visibilidad a las personas con discapacidad intelectual mediante el arte escénico. El teatro se convierte, por lo tanto, tanto, en un espacio de inclusión y de transformación donde cada miembro puede mostrar su mundo interior sin restricciones ni prejuicios.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1df19c4490405910VgnVCM1000001d4a900aRCRD;Actividades del Centro Cultural Casa del Reloj;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b8ce2420dc891910VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Casa del Reloj (Arganzuela);1;PASEO;CHOPERA;6;ARGANZUELA;CHOPERA;28045;440559;4471798;4.039.466.755.008.520;-3.700.396.761.468.560;/contenido/actividades/Exposiciones;
12271801;Actividades en el centro juvenil 'Carabanchel Alto'. Febrero 2024;;1;1;L,M,X,J,V,S,D;;2025-02-01 00:00:00.0;2025-02-28 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fdc0b8d46a5d810VgnVCM2000001f4a900aRCRD;Actividades en el centro juvenil 'Carabanchel Alto'. Diciembre 2024;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ccc0b8d46a5d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD;Centro Juvenil Carabanchel Alto;1;CALLE;ALFONSO FERNANDEZ;23;CARABANCHEL;BUENAVISTA;28044;435861;4468746;40.366.822.704.148.700;-3.755.451.103.709.310;;/usuario/Jovenes
12271937;Actividades en el centro juvenil 'El Aleph' (Villa de Vallecas). Febrero 2024;;1;1;L,M,X,J,V,S,D;;2025-02-01 00:00:00.0;2025-02-28 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63310b8d46a5d810VgnVCM2000001f4a900aRCRD;Actividades en el centro juvenil 'El Aleph' (Villa de Vallecas). Diciembre 2024;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a010b8d46a5d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84869475d381c010VgnVCM1000000b205a0aRCRD;Centro Juvenil El Aleph (Villa de Vallecas);1;CALLE;ZAZUAR;1;VILLA DE VALLECAS;SANTA EUGENIA;28031;448609;4470397;4.038.257.934.400.670;-36.054.546.139.177.300;;/usuario/Jovenes
12271931;Actividades en el centro juvenil 'El Sitio de mi recreo' (Villa de Vallecas). Febrero  2025;;1;1;L,M,X,J,V,S,D;;2025-02-01 00:00:00.0;2025-02-28 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7d00b8d46a5d810VgnVCM2000001f4a900aRCRD;Actividades en el centro juvenil 'El Sitio de mi recreo' (Villa de Vallecas). Diciembre 2024;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=17800b8d46a5d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9bd738d60b41c010VgnVCM2000000c205a0aRCRD;Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas);1;CALLE;REAL DE ARGANDA;39;VILLA DE VALLECAS;SANTA EUGENIA;28031;447634;4470066;4.037.953.682.427.190;-3.616.901.585.603.180;/contenido/actividades/ProgramacionDestacadaAgendaCultura;/usuario/Jovenes
12271896;Actividades en el centro juvenil 'Hontalbilla' (Fuencarral - El Pardo). Febrero 2025;;1;1;L,M,X,J,V,S,D;;2025-02-01 00:00:00.0;2025-02-28 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a400b8d46a5d810VgnVCM2000001f4a900aRCRD;Actividades en el centro juvenil 'Hontalbilla' (Fuencarral - El Pardo). Febrero 2025;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef200b8d46a5d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afc93331c9ee2210VgnVCM2000000c205a0aRCRD;Centro Juvenil Hontalbilla (Fuencarral - El Pardo);0;CALLE;HONTALBILLA;10;FUENCARRAL-EL PARDO;VALVERDE;28034;441474;4482632;4.049.231.828.430.870;-36.906.342.081.203.200;;/usuario/Jovenes
12546355;Actividades en el centro juvenil 'Ouka Leele'. Febrero 2025.;;1;1;L,M,X,J,V,S,D;;2025-02-01 00:00:00.0;2025-02-28 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51f73efea2652910VgnVCM1000001d4a900aRCRD;Actividades en el centro juvenil 'Ouka Leele'. Diciembre 2024.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4dd63efea2652910VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9721133100fbf810VgnVCM1000001d4a900aRCRD;Centro Juvenil Ouka Leele;1;CALLE;BRONCE;16;ARGANZUELA;LEGAZPI;28045;441570;4471202;40.389.367.699.255.100;-36.884.383.126.394.600;/contenido/actividades/DanzaBaile/FolcloreEtnica;/usuario/Jovenes
12272855;Actividades en el centro juvenil 'Pipo Velasco'. Febrero 2025;;1;1;L,M,X,J,V,S,D;;2025-02-01 00:00:00.0;2025-02-28 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e8a4b7e6ee5d810VgnVCM2000001f4a900aRCRD;Actividades en el centro juvenil 'Pipo Velasco'. Diciembre 2024.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=727a4b7e6ee5d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0d2795e39a36810VgnVCM2000001f4a900aRCRD;Centro Juvenil Pipo Velasco (Usera);1;CALLE;AVENA;5;USERA;ZOFIO;28026;439248;4469889;4.037.738.097.077.750;-3.715.659.887.802.670;/contenido/actividades/DanzaBaile/FolcloreEtnica;/usuario/Jovenes
12177480;Actividades mensuales de los centros de mayores del distrito Hortaleza;;0;1;L,M,X,J;1/1/2024,15/1/2024,29/1/2024,2/1/2024,3/1/2024,11/1/2024,5/1/2024,12/1/2024,26/1/2024,;2024-02-01 00:00:00.0;2025-07-13 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=315479485bdeb810VgnVCM1000001d4a900aRCRD;Actividades mensuales de los centros de mayores del distrito Hortaleza;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f35379485bdeb810VgnVCM1000001d4a900aRCRD;;;;;;;;;;;;;;;
12666976;Actuación de guiñol con animación y malabares: 'ANATOLA CARACOLA';;1;0;;;2025-02-22 00:00:00.0;2025-02-22 23:59:00.0;18:00;Cía. Animathor. La historia de Anatola Caracola, preocupada por el problema de la contaminación. Edad recomendada: + 4 años.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d06305f190894910VgnVCM1000001d4a900aRCRD;Actividades. Centro Cultural Alfredo Kraus (Fuencarral - El Pardo). Diciembre 2024;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=728664323fa1c810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7337cbf06c81c010VgnVCM1000000b205a0aRCRD;Centro Cultural Alfredo Kraus (Fuencarral - El Pardo);1;GLORIETA;PRADERA DE VAQUERIZAS;9;FUENCARRAL-EL PARDO;MIRASIERRA;28035;438848;4482487;4.049.082.275.610.170;-37.216.054.330.053.600;/contenido/actividades/CuentacuentosTiteresMarionetas;/usuario/Niños,/usuario/Familias
12690584;Agrupación de Música Moderna de la Escuela Municipal de Música Antonio Machado;;1;0;;;2025-03-20 00:00:00.0;2025-03-20 23:59:00.0;;Recomendado para todos los públicos.   La agrupación 'Combo Antonio Machado' es una formación compuesta por alumnos de la E.M.M. Antonio Machado, interpreta música de como: The Rolling Stones, Stevie Wonder, Bunbury o Credence Clearwater Revival, incorporando a su repertorio temas que van desde el blues y el R'n'R más clásico hasta el funk, el pop o el reggae. Actualmente forman la banda Marcos (batería), Jose (bajo), Carlos (guitarra) y Javier, Miguel y Paco (saxo). Charli Díaz es su director desde 2016.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1760a8c219315910VgnVCM2000001f4a900aRCRD;Actividades en el Centro Cultural Buero Vallejo;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da1970db6da41910VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98953d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);1;CALLE;BOLTAÑA;27;SAN BLAS-CANILLEJAS;CANILLEJAS;28022;448023;4477305;4.044.477.474.902.180;-36.129.105.844.633.700;/contenido/actividades/Musica;/usuario/Familias
12514003;Aina Alegre «R-A-U-X-A»;18 euros;0;0;;;2025-03-29 00:00:00.0;2025-03-29 23:59:00.0;20:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e182dd1dc0e1910VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro de Cultura Contemporánea Conde Duque;1;CALLE;CONDE DUQUE;9;CENTRO;UNIVERSIDAD;28015;439723;4475438;4.042.739.911.262.290;-3.710.589.286.287.490;/contenido/actividades/ProgramacionDestacadaAgendaCultura;
12693328;Aire de enero;;1;0;;;2025-03-22 00:00:00.0;2025-03-22 23:59:00.0;19:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=55e92c84ecd15910VgnVCM2000001f4a900aRCRD;Actividades en el Centro Cultural Ciudad Pegaso;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f75970db6da41910VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=07f63190712b1110VgnVCM1000000b205a0aRCRD;Centro Cultural Ciudad Pegaso (San Blas - Canillejas);1;AVENIDA;SEPTIMA;11;SAN BLAS-CANILLEJAS;REJAS;28022;449281;4477704;4.044.844.757.572.010;-3.598.099.871.155.590;/contenido/actividades/TeatroPerformance;/usuario/Niños,/usuario/Familias
12649749;Al compás flamenco;;1;0;;;2025-02-21 00:00:00.0;2025-02-21 23:59:00.0;18:00;Cía. El Flamenco vive  Un espectáculo musical lleno de humor. Una experiencia didáctica e interactiva en torno al flamenco para toda la familia, creada y dirigida por Silvia Marín. ¿Quiénes son los/las protagonistas del arte flamenco? ¿Cómo se maneja el abanico o el mantón? ¿Cuáles son las técnicas de la guitarra flamenca? ¿Y el compás por tango o fandango de Huelva? Niños, niñas y todos los acompañantes experimentan con el ritmo, la melodía o los pasos de baile a través de juegos participativos.    Edad recomendada: a partir de 5 años.   Duración: 60 minutos;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=128f5eabfe374910VgnVCM2000001f4a900aRCRD;Actividades Centro Cultural La Elipa (flamenca). Febrero 2025;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc01668dfdb03910VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural la Elipa (Ciudad Lineal);1;CALLE;SANTA FELICIDAD;39;CIUDAD LINEAL;VENTAS;28017;444825;4475074;4.042.446.957.496.400;-36.504.201.407.465.900;/contenido/actividades/ProgramacionDestacadaAgendaCultura;/usuario/Niños
